"grant_id","year","oecd_short","is_ds","duration_years"
"NNF24OC0093490",2024,"Natural Sciences",TRUE,4.99657768651609
"NNF24OC0093543",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0093553",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0093615",2024,"Social Sciences",FALSE,3.66324435318275
"NNF24OC0093650",2024,"Health",FALSE,3.99726214921287
"NNF24OC0093678",2024,"Engineering & Tech",FALSE,2.99794661190965
"NNF24OC0093720",2024,"Natural Sciences",TRUE,3.99726214921287
"NNF24OC0093738",2024,"Health",FALSE,1.9958932238193
"NNF24OC0093745",2024,"Natural Sciences",FALSE,2.99794661190965
"NNF24OC0093783",2024,"Natural Sciences",TRUE,4.99657768651609
"NNF24OC0093872",2024,"Health",TRUE,1.9958932238193
"NNF24OC0093950",2024,"Engineering & Tech",FALSE,2.99794661190965
"NNF24OC0093951",2024,"Agriculture & Vet",FALSE,2.99520876112252
"NNF24OC0094004",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0094034",2024,"Natural Sciences",FALSE,2.99794661190965
"NNF24OC0094049",2024,"Health",FALSE,2.99520876112252
"NNF24OC0094058",2024,"Social Sciences",FALSE,1.40451745379877
"NNF24OC0094139",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0094177",2024,"Engineering & Tech",FALSE,2.99520876112252
"NNF24OC0094196",2024,"Engineering & Tech",FALSE,2.99520876112252
"NNF24OC0094264",2024,"Health",FALSE,2.99794661190965
"NNF24OC0094281",2024,"Natural Sciences",TRUE,4.99657768651609
"NNF24OC0094287",2024,"Engineering & Tech",FALSE,2.99520876112252
"NNF24OC0094300",2024,"Agriculture & Vet",FALSE,2.99520876112252
"NNF24OC0094316",2024,"Agriculture & Vet",FALSE,2.99520876112252
"NNF24OC0094346",2024,"Health",TRUE,2.99520876112252
"NNF24OC0094365",2024,"Natural Sciences",TRUE,3.99726214921287
"NNF24OC0094373",2024,"Agriculture & Vet",FALSE,2.99520876112252
"NNF24OC0094416",2024,"Health",FALSE,1.9958932238193
"NNF24OC0094425",2024,"Health",TRUE,2.99794661190965
"NNF24OC0094432",2024,"Health",FALSE,2.99794661190965
"NNF24OC0094451",2024,"Engineering & Tech",FALSE,3.00616016427105
"NNF24OC0094454",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0094457",2024,"Social Sciences",FALSE,2.49144421629021
"NNF24OC0094474",2024,"Social Sciences",FALSE,1.9958932238193
"NNF24OC0094481",2024,"Health",FALSE,3.00068446269678
"NNF24OC0094497",2024,"Agriculture & Vet",FALSE,2.6611909650924
"NNF24OC0094508",2024,"Health",FALSE,4.58316221765914
"NNF24OC0094587",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0094607",2024,"Social Sciences",FALSE,2.99794661190965
"NNF24OC0094623",2024,"Natural Sciences",FALSE,3.99726214921287
"NNF24OC0094646",2024,"Health",FALSE,4.99657768651609
"NNF24OC0094651",2024,"Health",FALSE,2.99520876112252
